sentence_id,sentence_text,label
27402,"Well Done MBS :) Have been to so many luxury hotels and your employees are very well trained to delight customers..  + Conveniently located / Connected to EXPO, Shops and Restaurants  +",0
13586,Not many people swimming though just seems everyone is taking selfies.,0
40145,before coming to MBS I read most of the reviews good and bad but I must say once I got there I could see for myself it is the best place to stay in Singapore yes check in can be a little challenging,0
2051,"Great service, amazing food and such a great location.",0
54865,One of the best hotels I have ever seen.,0
64214,"Also, it might be worth getting the club rooms as well as you get added bonuses in the Club Lounge.",1
9989,That would be a YES!!!,0
21611,A pleasure of mind and body.,0
61382,"A special mention goes to David the Food & Beverage Assistant Manager was so thoughtful we were waiting to be seated for breakfast and had to wait a while because of the volume of people , he went and got a chair for my daughter , very attentative and professional.",0
45248,"Totally commend this hotel what an amazing place, would definitely recommend to anyone going to Singapore, top star rating, thank you for such a fab stay",0
68796,One of the amenity that i really want to try before we check-out is the infinity pool (they have 3!,0
59918,Make sure you look up for a good room in advance.. one with their garden facing view..,1
32659,"It Was Very Amazing Hotel, I came to Singapore second times and have a chance to visit and stay here.",0
7750,But anyways stunning view there,0
